Title,Source,Date,Body
Not what it's 'crowned' up to be,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Following difficulties with requiring all Homecoming candidates to be sponsored by an organization, the Student Government Association altered the procedure this year. Under the new SGA procedure, all students could apply to run for Homecoming titles following a screening process and payment of a $25 application fee.Brooks said after being crowned last year, she expected her role as Homecoming Queen would allow her the chance to represent the university. ""I was extremely disappointed,"" Brooks said. ""I wasn't asked to attend any campus events, even just to sit there as a representative of the students-nothing.""The most exciting part of being named Homecoming Queen happened on the day of the game when my name was announced and I was given the crown,"" she said. ""I thought that was just the beginning, but that was it; there was nothing else.""Brooks said she expected the title would allow her a chance to be more than merely a figurehead.""We did nothing at all,"" Brooks said. ""I haven't even heard from anyone at the school about when or if I need to be there on Saturday to pass the title on to the new Queen.""Carlton Green, interim director of Student Activities, said the practice of electing a Homecoming King and Queen for SHSU is held in keeping with tradition and following crowning, the winners are not expected to perform any special duties.""They aren't asked to do anything; we've never asked them to,"" Green said. ""We hold the election because it is Homecoming and the winners get the honor of being chosen. We don't ask them to attend certain campus functions as King and Queen.""SGA President Helena Banks agreed Homecoming royalty are rarely asked to take part in campus functions, but added that is something the organization would like to see changed in the future.""We don't really call on the King and Queen for anything; right now being elected is just a fun thing for them,"" Banks said. ""SGA would like to see them more involved at campus activities, but at this point, there is the question of what to have them do there."" Banks said although not officially invited to campus events as royal representatives, the Homecoming King and Queen are always welcome to make themselves known.""Another thing is for them to say they would like to help out,"" Banks said. ""They would be more than welcome to be a part of any campus activity.""Brooks said while being crowned Queen was an honor, she thinks it is a common misconception among students and nominees that the role of Homecoming King and Queen will not end with the Homecoming festivities.""It was a great honor to be elected as Homecoming Queen for Sam Houston State University,"" Brooks said. ""I just didn't feel like I got to do anything. This year's nominees need to be prepared for that."""
Walker County Fair and Rodeo wants student involvement,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","""One of the things you hear from Sam students over and over is that there is nothing to do in Huntsville, so we have a perfect facility out there for trying to bring in things for the students to do and the music festival works just right.""SHSU student Erin Kny said the efforts by the Walker County Fair and Rodeo board are a positive sign for students and the board.""Anything that they do for students is good,"" Kny said. ""We are a resource for the Huntsville community, and getting us involved is good for both groups. We (students) may not be the biggest resource in the area, but we do make up a large number of people who have time and money to spend. I'm glad they want to involve us.""Moak said the music festival has been a good start for events at the fair grounds, but they are continually trying to think of new ideas to bring students out and keep them in town on the weekends.""Each year we're going to have a music festival, but we want to expand that and do things similar to that several times a year,"" Moak said. ""Part of that is doing something during the fair. There's more out there than animals and projects, but we have to get the students out there to realize that. We built a huge stage in the back, in the barbecue area, that looks up the hill, so we can do things throughout the year.""Moak said the board is always looking for ways to draw the college crowd to the rodeo, and they want to get ideas from students so they can get something people are interested in.""We are going to have a lot of different music acts out there this year,"" Moak said. ""Bluegrass music, folk music, country music, rock music and Tejano music are a few of the types of music. We're trying to hit a broad base and we need ideas for what else we can do in the future to bring people in.""The fair will also have a closing event on April 6 that will boast a local band that might draw students out.""For our closing dance we have River West performing. They're a local band that's pretty big,"" Moak said. ""I'm hoping we get some of the college students out here for that. (College students) know them; they've played at Shenanigan's and played around here so that has a possibility to get the Sam Houston students out there. Most of the guys in the band are from Sam so hopefully that will bring out some folks."""
Cell phones and men,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Why do students use cell phones? Are men or women more likely to dial up friends and family using the small hand-held inventions?At SHSU, it seems women are far more likely to use cellular phones, although men also appeared to make use of cell phones regularly.Dr. Douglas Constance, assistant professor of sociology, said sociological theories begin to explain the differences in how men and women make use of the available cell phone technology.""Functionalist sociological theory would assert that women naturally are more expressive and emotional. As a result, they talk more and keep in touch with their friends and families,"" Constance said. ""Similarly, men are much more instrumental and goal oriented. They tend to use phones for more business reasons and less in keeping contact with friends and family. Male Bearkats said while cell phones are commonly used among men in the business world, at the college level they primarily use them to keep up with friends. ""I use my cell phone to talk to friends mostly; it's also good to have one so in case of any kind of emergency, my family can reach me,"" freshman Brandon Filla said. ""It also makes it easier for the ladies to get in touch with me.""Constance agreed that in many cases, men use cell phones to form quick, convenient connections with friends. ""I think, in general, cell phones are used more to keep up with friends than family,"" he said. Some male students disagreed and said they frequently use cellular phones to keep up with happenings on the home front.""I use my cell phone a lot to talk to family back home,"" Filla said. ""I like to know what is going on with my family.""""I almost always use my cell phone to talk to my family,"" sophomore Dustin Savage said. ""However, I also use it to keep up with friends and my girlfriend.""Savage and other male students said another reason they use cell phones is to take advantage of the cheaper long distance rates.""I use my cell phone as my only source of long distance,"" Savage said. ""It's a lot cheaper that way and you don't have to deal with the expensive phone companies.""Constance also noted differences in the amount of time men and women spend during telephone calls and said it can be viewed as a result of socialization.""A social constructionist perspective would argue that men and women are not naturally expressive and instrumental, but rather we are socialized by our society through our culture, families, friends, church and community to adopt our assigned masculine and feminine roles,"" Constance said. ""As a result of this learning, women talk more and longer on the phone and also talk about many more subjects. Men, however, tend to talk less often and in more business-like conversations that are short and to the point.""Men on campus said that whether it represents a socialized behavior or not, women do talk via regular phones or cellular ones, much more frequently.""I don't know why but women just like to talk more, especially when it's on the phone,"" Filla said. ""They like to use their cell phones to gossip more about drama. They also seem to use them on the road more often, which can cause accidents.""Men just don't talk as much and so they don't use cell phones as often,"" he said. Savage said cell phone usage just depends on the person and cannot be confined to gender.""I think it's a cop out to say men use them less, or women use them more,"" Savage said. ""It just varies depending on different things, like if you need to use a cell phone for your job.""Everyone is using cell phones now,"" he said. ""They are popular with both men and women and will probably continue to be."""
Prof Profiles: Dr. William Green,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","After 29 years on the faculty at SHSU, Green is the chair for the department of economics and international business while also serving as the mayor for the City of Huntsville since 1995.Green attended three different colleges while working on his degrees, starting at Abilene Christian University and then transferring to Lamar University in Beaumont where he obtained a bachelor's of business administration degree in economics.From there, Green went to Louisiana State University in Baton Rouge where he received his master's and a doctorate in economics.Green said it was almost accidental that he decided to major in economics because it was not until his junior year that he had an economics class; however, he enjoyed the subject, and wanted that for his field of study.""Up until that time I really did not have a major and I was really unsure as to what I wanted to do, but after having my first economics class I decided 'this is what I want to do and this is what I want to major in,'"" Green said.Green said he enjoys walking and playing golf in his spare time, but he enjoys learning first.""I get a lot of enjoyment out of seeing what my students learn,"" Green said. ""I enjoy learning information that I teach, so always learning new things is part of the joy and also I enjoy when I see that students are learning things and beginning to understand concepts and ideas that they were not made aware of before.""Jenny Yates, a senior who has taken an introduction to economics class with Green, said he was able to relate the class material easily to the students because of his personal life experiences.""(Green) would tell us about his experiences that related to the subject, which was helpful as far as relating the material to the class,"" Yates said. ""He was passionate about his teaching style because he could relate to the subject matter.""M. Douglas Berg, SHSU economics professor, said after knowing Green for seven years he has found him to be civic-minded, outgoing and good at looking out for other people's interest.""I think he is a valuable member of the Bearkat community here,"" Berg said. ""He has been here for a long time and I think he has been an instrumental part of the team of leaders on campus who helped the College of Business and the university to grow in stature.""Green can take a part of the credit in leading the university and the college in that direction, Berg said.""I have found that he is very good at looking out for the student's interests, I have always found that to be true,"" Berg said. ""I have heard him advise students and I have heard him in meetings and discussions and often time he is pretty good at taking into consideration all sides and I think he really tries to be fair.""Berg said students could walk away from Green's class with a better view of how things work in the world, while also gaining a better idea of how international trade works.""Whether you are trying to improve something in the department or trying to balance objectives against resources, I think he does a good job of teaching that,"" Berg said.Understanding the world from an economic perspective is one of the many things Green said he would like students to gain after taking one of his classes.""You can look at things around you in a variety of ways and I would hope that as (students) view things that happen in the world, and as they observe events as they live their lives, that they can see things in a more analytical way, and look at this from at least one perspective, from an economic perspective,"" said Green."
Laramie Project' wins award,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","""In Texas, we have four different levels of the competition,"" Hasekoester said. ""There is the local level, the video level, the regional level and the national level. Our next round is the video level. We will submit a tape and a portfolio with the director's statement, program, photographs and things that show how we put this show together and what we were thinking.""The highest level of the competition is Nationals, which is held at the Kennedy Center American College Theater in Washington, D.C. Several SHSU actors won awards at the festival for their performances in the play, including Joel McDonald for ""Excellence in Acting"", Crys McDonald for ""Excellence in Stage Management"" and Kevin Crouch for ""Excellence in Video Effects"". These students were selected at the local level by a regional committee and will move on to the regional level.Theatre students Spencer Plachy, Sofia Gomez and Chelsea Fry received nominations for the Kennedy Center American College Theatre Festival Irene Ryan Scholarship Award at the competition. These students will also move on to the regional level at a February competition in Fort Worth, Texas, if selected. Hasekoester said she is very pleased with the results of the competition.""It's really exciting that we advanced with the show. It was a very difficult play to do, very challenging for the students,"" Hasekoester said. "" 'The Laramie Project' is a show that focuses on the people in that community and (deals with) the questions of 'how do we teach each other to hate?' and 'how do we break away from it?' """"The Laramie Project"" is the tragic story of Matthew Shepard, a 21-year-old student at the University of Wyoming who was beaten to death because he was gay. Shepard met his attackers at a campus bar in Laramie, Wyo., on Oct. 7, 1998. They told Shepard that they too were gay in order to lure him to a remote area later that night, where they tied him to a split rail fence and tortured him.A cyclist found Shepard nearly 18 hours later. He was still tied to the fence, unconscious, covered in flood and numb from hypothermia. He died five days later at a Colorado hospital.The play, written after Shepard's death, stirred controversy in the media. The Tectonic Theater Project of New York went to Laramie and interviewed residents to get their response to the murder. The script was written based on Laramie residents' response.After the play was written, it was quickly dubbed ""one of the 10 best plays of the year"" by Time magazine.Eight regional chairs from the Kennedy Center American College Theatre supervise the festivals and award distribution on the local and regional levels. The program attracts participation from about 1,800 students from colleges and universities across the country each year. Nearly 160 million people have attended the 10,000 plays that have been performed by schools participating in the competition.The Kennedy Center's founding chairman, Roger Stephens, created the program in 1969. Eight SHSU students, including Kregg Daily, Haley Dyes, Sofia Gomez, Joel McDonald, Spencer Plachy and Sarah Ripper portrayed 60 different characters in SHSU's performance of the play. Senior Crys McDonald served as stage manager. ""The Laramie Project"" was performed at SHSU Oct. 2 through Oct. 5."
Wife of student seeking to create care packages for National Guard members,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","""Anything that can entertain them.""Sgt. Murray and the rest of the troops in his battalion have been sent to guard a chemical weapon stockpile at an anonymous military post. The troops are expected to remain at the stockpile for at least a year.Barbara Slifer, a public affairs officer for the U.S. Army, said the troops arrived at the post in August and were processed in on the Aug. 19. She said the number of troops activated from the local Huntsville battalion is approximately 200.The troops have been placed at the post in order to protect the stockpile from terrorist attacks. Slifer said the soldiers would remain on the post until a new incinerator is completed, to destroy the stockpile."" (It's) so we can destroy the chemicals safely our way, and not someone else's way, "" said Slifer.Slifer said the military post that houses the chemical stockpile normally has a population of about 40 soldiers, but after the Sept. 11 terrorist attacks, the federal government has authorized for more active soldiers on the post.Title Ten of the United States Code states the federal government reserves the right to activate reserve troops in the case of a national emergency, such as an invasion or a rebellion. The title, first issued in 1956, makes all National Guardsmen members of the U.S. Army Ready Reserve.Senior Jennifer Price said she supports the activation of the troops.""I think they should take on that duty with pride, because their country needs them,"" said Price. ""I think they should do their duty to the best of their ability.""Krista said that while most people seem to be aware of the hard work soldiers are doing in Afghanistan, most people do not know the danger soldiers stationed in the United States face.""I think that people forgot that we have those people there,"" she said.Krista said the troops currently are working long days at the post, in 16-hour shifts, and the care packages will help alleviate the homesickness the troops feel and also show them their work is appreciated.""These guys are in a very stressful, dangerous situation, and I think we should support them and remember that,"" Krista said.Krista also said she was informed that when his time comes for a furlough, her husband will only receive a one or two day break before having to report back to the post.Slifer said the federal government is currently planning to activate more reserve troops to be deployed at the post, in order to lessen the work of soldiers already stationed there.Krista said she is hoping to gain supporters mostly through word of mouth, and that whenever people have anything they can spare, to just give it to her or her husband's sister and mother, Carolyn and Janice Murray.""Not everyone can just send something,"" Krista said. ""It has to got through a central person.""Anyone interested in sending a care package can contact Krista at 435-1848."
Mardi Gras: taking over Galveston,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","We, here at The Houstonian, would like to give you an insider's look at what exactly is going on at this year's Mardi Gras and show you how Mardi Gras Galveston came to be.Arriving in Galveston as far back as 1867, Mardi Gras was traditionally known as the ""feasting and merrymaking"" that precedes the season of Lent, a spiritual holiday used to obtain spiritual purity that runs from Ash Wednesday to Easter Sunday. Partiers would use this festival to fulfill all of their eating, drinking and sinful desires in order to get them out of the way so they would not be tempted during the abstinence of the Lenten season.After a 57-year absence on the island, the yearly sensation made a triumphant return to Galveston in 1985 after a local island native and his wife decided to bring back the cherished tradition. Since its return, the American version of the European festival Carnival has been entertaining thousands.Over 100 years after its establishment, this festival seems to fall back to its original intent by providing a place to deliver an outlet to get a lot of partying out of the way. It is now celebrated by thousands who do not acknowledge the season of Lent, but that's a whole different discussion...Whatever your reason for going to the Galveston party, you are almost guaranteed to have a good time. Employees around the island have been working around the clock to make sure this year lives up to the expectations of the past.According to Chris Woolwine, special events manager for the Park Board of Trustees, 2003 Mardi Gras Galveston will be the best ever.""We've lined up some fantastic entertainment, worked endlessly with the 17 participating Krewes (Committees or social clubs that coordinate parade floats, balls and fundraising activities for the Mardi Gras season),"" Woolwine said on the mardigrasgalveston.com homepage. ""We've also reached out to the entire community to make Mardi Gras 2003 the most successful of its kind so far.""More than 50 bands will entertain spectators on three grand stages located in the heart of the Strand Downtown Historical District. Performances at Galveston will include many famous artists, such as: Three Dog Knight, Big Bad Voodoo Daddy, and Seth James.There will also be several parades taking place this weekend. Each parade will give the opportunist a chance to collect Mardi Gras memorabilia and help make their Mardi Gras experience more enjoyable.On Saturday, the Krewe de Esprit Rosaire Procession parade will kick off at 11 a.m. This parade will travel down Seawall Boulevard from Menard Park to 31st Street. At 6:30 p.m. the Knights of Momus Grand Night Parade will travel down 21st and Seawall to 25th Street.On Sunday, the Krewe of Barkus and Meoux Paw Parade will start at 1 p.m. and venture down Avenue M and 25th Street to the Railroad Museum. At 2 p.m. the Krewe of Munchkin's Parade will start on Avenue N and travel back down 25th Street to Railroad Museum ending the weekend's parades.The party isn't over when the parades stop. The rest of the evening is left to the creative minds of the Mardi Gras participants who journeyed down to Galveston Island. Everyone knows the most memorable festival does not begin until the sun goes down.We, here at The Houstonian, encourage everyone going to the annual festival to have a great time, but also to be safe. There are an unlimited number of bad things that could go wrong whenever you place several thousands of people in the same general vicinity with one another, so please do not go alone.People wanting to take part in this celebration better act soon because Mardi Gras Galveston ends on Fat Tuesday, March 4th.For more information regarding performance and parade times, please visit www.mardigrasgalveston.com.Take advantage of this yearly event because you will not be able to experience Mardi Gras again until next year. Relax, have fun, and take some friends because they too will have a good time."
Muslim hopes to bridge religious gaps,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","He hopes to bridge the growing gaps between the various religions of the world.""Some individuals and the media misinterpret the Koran. They misinterpret Islam. If you want to know something about Islam, ask a Muslim or read the Koran,"" Muhammad-Bey said.Each spring, he puts a display in the Newton Gresham Library with the purpose of educating and informing the public on the true nature of Islam. He has also worked to make more resources available for students to obtain the correct information on this religion.""A few years ago, I was actually told by someone with the library that there was not a need for more information on this subject. That need has grown, especially since what happened on Sept. 11,"" he said. Muhammad-Bey added that the increased need is due to professors giving assignments related to Islam and general curiosity from the public since the attack on the twin towers.""There is now a lot of information, books and CD-ROMs now available at the reference desk here,"" he said, ""Islam is now the second largest religion in the world. We see people of all races coming to Islam, not just African -Americans. There is a large number of Hispanics who are now Muslim.""According to Muhammad-Bey, true Muslims want to establish peace, although they do believe in 'an eye for an eye.' They believe in defending themselves, but killing innocent people is not an option. ""As a Muslim, if I have a problem with you, I will come to you. I'm not going to go out and blow up hundreds of innocent people. This is not the way of Islam,"" he said.In addition, Muhammad-Bey said he feels the biggest misconceptions non-Muslims have about Muslims is that they are anti Christ. He said people tend to look upon Muslims as unbelievers or disbelievers, but he said, ""That is not true. That is 'his-lam' or 'their-slam'; that is not Islam.""People interpret the Koran the wrong way. If you want to know how to be a Christian, read the Bible. If you want to know how to be a Muslim, read the Koran. The Koran, the Bible and the Torah are all the teachings of the same God,"" he said.In 1996, a mosque was opened in Huntsville to serve the needs of Muslims in the community and to educate the public on the Islamic faith. As imam of the mosque, Muhammad-Bey speaks to local churches and civic organizations, helps new Muslim students adjust to the United States and SHSU and works to create a greater understanding of the Muslim religion.The mosque, located at 800 10th St., holds services on Fridays, and non-Muslims are welcome to attend the services. ""If someone wants to know the truth about Islam, they can come there, and I will help them understand,"" Muhammad-Bey said, ""I will even give them a Koran if they would like to read one.""A major concern he has is that today's youth are being mislead, especially young black men. In his experience, Islam has helped younger people overcome issues in their lives, he said. ""Islam has certain values a person has to adhere to. A major one is discipline. It's hard to have discipline in this society,"" he said.Muhammad-Bey works for the Texas Department of Criminal Justice as a substance abuse counselor. He also helps inmates cope with prison life and find resources available to them after they are released. ""I'm not here to convert anyone,"" he said, ""I work with the (Muslim Students Association), and we promote diversity and multi-culturalism."" Muhammad-Bey is also a member of Amnesty International and feels strongly about equal rights for all, regardless of color, sex or disability.In a recent article, the Union-News said Muhammad-Bey ""seems unhardened by hard times. He has come to embrace a non-racialized Orthodox Islam.""""I'm just a peaceful man, trying to do the right thing,"" Muhammad-Bey said."
Ramadan : the Muslim month of fasting and prayer,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","It is a time of worship and contemplation and a time to strengthen family and community ties.""It's a time of reflection and temperance,"" said freshman Louisa Rezgui. ""You're putting yourself in another person's position. There are people in other countries who don't have any food,"" Rezgui said. ""That's why you're supposed to fast, to put yourself in their position.""The month of Ramadan is also when it is believed the Holy Quran ""was sent down from heaven, a guidance unto men, a declaration of direction, and a means of Salvation."" Ramadan, the ninth month of the Muslim calendar, is a time when Muslims concentrate on their faith and spend less time on the concerns of their everyday lives. During the Fast of Ramadan, strict restraints are placed on the daily lives of Muslims. They are not allowed to eat or drink during the daylight hours. Smoking and sexual relations are also forbidden during fasting. At the end of the day, the fast is broken with prayer and a meal called the iftar. In the evening following the iftar, it is customary for Muslims to visit family and friends. The fast is resumed the next morning.According to Muslim belief, they may eat and drink at anytime during the night, until a white thread can be plainly distinguished from a black thread by the daylight. They must keep the fast until night.Several things can destroy the good that is acquired through the fast: the telling of a lie, slander, denouncing someone behind his back, a false oath, greed or covetousness. These are considered offensive at all times, but are most offensive during the Fast of Ramadan.""Fasting is prohibited for women who are pregnant or on their menstrual cycle, people on medication, children under 12, those who are insane, people who are traveling and the elderly,"" Muhammad-Bey said. ""The fast can also be made invalid by intentionally eating drinking or having sex during the month.""During Ramadan, it is common for Muslims to go to the mosque, Masjid, and spend several hours praying and studying the Quran. ""We read 1/30 of the Quran each day so at the end of the month, we have read it entirely,"" Muhammad-Bey said. In addition to the five daily prayers, during Ramadan Muslims recite a special prayer called the Taraweeh, or night, prayer. The length of this prayer is usually two to three times as long as the daily prayers. Some Muslims spend the entire night in prayer""We're trying to attract students to the Mosque for the celebration of Ramadan instead of them fasting and praying just in their homes,"" Muhammad-Bey said.A main focus during Ramadan is on charity. Muhammad-Bey said it is a time for a peaceful state of mind and for doing good things.""We give up free time to help others, not just with money, but with kind words,"" he said. ""If you can do this for 30 days, then you can do it all year long.""On the evening of the 27th day of the month, Muslims celebrate the Laylat-al-Qadr (the Night of Power). It is believed by Muslims that on this night, Muhammad first received the revelation of the Holy Quran. And according to the Quran, this is when God determines the course of the world for the following year.When the fast ends, the first day of the month of Shawwal, it is celebrated for three days in a holiday called Id-al-Fitr, or the Feast of Fast Breaking. Gifts are exchanged. Friends and family gather to pray in congregation and for large meals. In some cities, fairs are held to celebrate the end of the Fast of Ramadan. ""It's a peaceful month when you become closer to your family,"" said Rezgui."
The haunting history of Halloween,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","The ceremonies were meant to help the Celts divine the future, and to bring comfort to them during the long winter.During the Dark Ages, Christianity began to spread to Celtic lands, and in the 8th century Pope Boniface IV sought to replace the ceremony with a more Catholic friendly version. Nov. 1 became All Saint's Day, in which the souls of Catholic patron saints were celebrated instead of Celtic deities.The old English word for All Saint's Day is Alholowmesse (All's Holy Mass), and the celebration the night before was now named All-hallows Eve, which eventually evolved into Halloween after centuries of dialectical change.The custom of trick-or-treating comes from parades that were held on All Saint's Day. People would be given a pastry called a ""soul cake"" in exchange for praying for the souls of the giver's dead relatives. Eventually the custom had children going from house to house in their neighborhood to collect the cakes, along with ale, food and money.Senior Krischele Jenkins enjoys the holiday because of her religious background.""I love it, it's one of my favorite holidays,"" said Jenkins. ""For me, because my religion celebrates it as All Saint's Day, and we celebrate to honor the saints that died throughout the years.""And also, because autumn is my favorite season,"" she said.Centuries later, when immigrants moved to the United States, they brought their Halloween customs with them. However, because of America's Puritanical history, the holiday was not well received at first.In the late 19th century, however, there was a push in the United States to make the holiday more of a community get-together. The idea of centering the day on children became popular, with parties being held that focused on games and costumes while taking the supernatural elements out of it.Senior Traci Hudson said that she never really got into the holiday.""I like giving out the candy, but I don't like dressing up,"" said Hudson. ""I don't like going up to strangers houses and asking for candy.""Junior Kelli Ellsworth also didn't celebrate the holiday in the traditional way, but instead found other activities to do on Halloween.""We never really celebrated it,"" said Ellsworth. ""We still did the candy and costume thing, but mostly we just hung out with friends at their houses.""People introduced trick-or-treating back into the holiday between 1920 and 1950, and it soon took its modern incarnation of children going from door to door to collect candy. Society also brought the idea of dressing up in ghoulish costumes during the holiday. With sales of candy, costumes and other related item, Americans spend about $6.9 billion annually on Halloween, making it the second most commercially productive holiday behind Christmas.Terry Rosati, RTV professor and 90.5 station manager, said she enjoys the season because of the opportunity for children to have fun.""I think it's a good time for you people to go out and be something different, and have some fun,"" said Rosati.Rosati remembered her childhood of trick-or-treating in Minnesota, and how she didn't stay confined to just her block.""I'd go into other neighborhoods just so I could get more candy,"" said Rosati. ""And I ate it all, too!""Rosati also said that when she was a child, Halloween was more innocent and children did not have to worry about the things they have to now.""We didn't have to worry about pins and razor blades in the candy,"" said Rosati. ""Now they have x-ray machines at the hospital.""Still, Rosati said she missed the fun of trick-or-treating during Halloween.""I wish I could still go,"" said Rosati."
Payne coveted by Truman,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Randa Rawlins, a member of the Truman State University Board of Governors and chair of the Presidential Search Committee, announced on Jan. 30 that three finalists for the presidency at TSU had been selected.The other two finalists for presidency are Norman J. Bregman, provost and vice president for Academic Affairs at Longwood University; and Barbara B. Dixon, provost and vice president for Academic Affairs at the State University of New York at Geneseo.""The committee has worked hard since last September to identify a worthy successor to President (Jack) Magruder (Truman's current president),"" Rawlings said. ""Following a national search, the committee is bringing to campus for public interviews, three outstanding finalists who all have the leadership experience and knowledge to continue Truman's development as a nationally recognized public liberal arts university.""Each candidate will be required to interview with faculty and staff in Kirksville, on the Truman, campus for about two days. The candidates will also meet with the Board of Governors at TSU.The Board of Governors for TSU has the three names for presidential candidates and Rawlings said the Presidential Search Committee is gathering additional information from the finalists with the campus visits. The board will make the final decision on the candidates for TSU's new president.""We opened up our candidacy here in September for anyone to apply, David applied and he was selected for a personal interview, which we did in late January,"" Rawlings said. ""Out of that group he was selected as one of the finalists to participate in a campus visit.""Interviews from the three finalists are scheduled for February and early March, and the Board of Governors anticipates making a final decision on a new president for TSU no later than April 2.""There are three finalists and he was selected as one of those three and those names have now been transferred from what was the search committee to the Board of Governors,"" Rawlings said. ""At Truman State, the Board of Governors, which is a controlling board at the university, will actually make the selections.""Payne is scheduled to visit TSU on March 4 and 5 for two days of meetings with different members of the campus community at TSU.""In the meetings (Payne) will have for the two days he is here, he will be meeting with lots of different constituencies on campus including administrative people, staff, faculty, students and board of governors, so that we get a chance to know him a little better and he gets a chance to know the campus and the people here a little better,"" Rawlings said.The three finalists have all served as vice president for Academic Affairs at their respective universities.Prior to SHSU, Payne has also served as vice president for Academic Affairs at Emporia State University for eight years and was the dean of college of Social Sciences at Southeast Missouri State University for six years in the 1980s.He holds a bachelor's of science, in Sociology from Brigham Young University and a, master's of arts and doctorate in Sociology from the University of North Carolina.Bregman is the provost and vice president from Academic Affairs at Longwood University and has served as VPAA since 1997, and he was named provost in 2000. Bregman previously served in this position at the University of Evansville and he was the first dean of the Ellis College of Arts and Science at Henderson State University, Arkansas' public liberal arts institution.Dixon has served as provost and vice president for Academic Affairs at the State University of New York at Geneseo, a public liberal arts university since 1997. She previously spent 27 years at Central Michigan University, and was the associate dean and interim dean of the College of Arts and Science.TSU was founded in 1867 and has a history of being recognized nationally for its assessment program and science education. U.S. News and World Report recognized TSU as the number one public university in the Midwest Region.Jack Magruder, TSU's current president announced his retirement on June 30 of this year. Magruder became the 13th president for TSU in 1994.""I think it is an open process right now, and we have a tradition of having campus visits and open forums with faculty, staff and students,"" Rawlings said.Payne was unavailable for comment."
Program Council hosts 81st Annual Tree of Light ceremony,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","The event, which is sponsored by Program Council, will feature entertainment, food and the lighting of a 20-foot tree with thousands of twinkling Christmas lights.According to Monica Schmidt, programming chair for the event, students will notice preparations for the event taking place throughout the week.""They will be setting up the big, main tree Tuesday in the center right in front of the Administration Building,"" Schmidt said. ""The lights will not be strung until Wednesday and won't be turned on until the ceremony. We will also be decorating the trees with ribbons.""Schmidt said the ceremony will showcase many types of performances from various campus organizations.""The Soul Lifter's and the Sam Houston Chorale will be singing Christmas music, and the Orange Pride Dance Team will be there to perform,"" she said. ""We will also have either a poem or a paragraph read about Hanukkah and about Kwanza to try to make the ceremony more diverse.""Schmidt said one of the main purposes for the event is to give both SHSU students and the Huntsville community a chance to help those less fortunate than themselves.This year's Tree of Light ceremony will include both a food drive and the collection of wrapped toys for underprivileged children.Organizations and students attending the event are encouraged to bring nonperishable canned food items to donate. Although in the past the ceremony's donations have benefited the local Good Shepherd Mission, this year the food will be given to the Huntsville SAAFE House.""This is the first year we've donated the food to the SAAFE House instead of the Good Shepherd Mission,"" Schmidt said. ""They were really excited. Since they are a lot smaller, they usually don't get a lot of donations.""They are going to try to get someone from the SAAFE House to be at the ceremony to say thank you and said if they are unable to do that they will arrange for someone to pick up the food right away so it can be put to good use.""Schmidt said students may also bring wrapped toys for the Huntsville Fire Department's ""Toys for Tots"" program. She added that all wrapped toys should be labeled by gender and age group.""That way they won't have to open all the gifts or try to see what it is,"" she said. ""It will keep an 8-year-old boy from getting a Barbie doll or something.""Schmidt said in the past while individual students have made donations, the largest contributions have come from student organizations that donate as a whole. Campus organizations may sign up to donate and be recognized at the ceremony.""Organizations who sign up will be called, and one or two people from that organization will be able to bring their donation down and be recognized during the ceremony for giving,"" she said. ""There will also be a time for individual student donations and donations by organizations that did not sign up for official recognition.""The organization that gives the largest donation of food and toys will be rewarded with a pizza party.Hot chocolate, hot apple cider, egg nog and a variety of cookies will be served at the event to fend off the cold and raise holiday spirits. All food will be free of charge at the ceremony with Program Council and the Student Government Association footing the bill.Schmidt said although President Gaertner and other university officials will be unable to attend due to a Board of Reagents conference, she expects a good turnout of those who want to get into the holiday spirit and give to others.""At Christmas time people like to get into the spirit of giving. They decide to be a nice person around this time of year,"" she said. ""The Tree of Light ceremony is an easy way for people to give and feel good about giving, without having to go far.""Schmidt also hopes students and faculty will attend to witness what is one of SHSU's most longstanding traditions.""It is one of the oldest traditions we have at Sam,"" she said. ""We don't have many true traditions that stay the same over time. This is one we really try to keep up with and students should take part in it."""
